,Datetime,Username,Coin,Prediction,Text,Cleaned Text
103,2022-07-11 09:55:01+00:00,Phemex_official,PERP,1,"Congrats to the top gainers at #Phemex in the last 24 hours! Will they remain on top tomorrow? Find out! 🤔
Spot trade NOW 🔽
https://t.co/kUmqCCdgjj
Send us your feedback on the spot market 👉 spot@phemex.com
#cryptotopgainers #cryptomarket #cryptocurrency #RANKER #RAD #PERP https://t.co/g8uckyviYu","['congrats', 'top', 'gainer', 'phemex', 'last', '24', 'hour', 'remain', 'top', 'tomorrow', 'find', 'out', '🤔', 'spot', 'trade', '🔽', 'httpstcokumqccdgjj', 'send', 'u', 'feedback', 'spot', 'market', '👉', 'spotphemexcom', 'cryptotopgainers', 'cryptomarket', 'cryptocurrency', 'ranker', 'rad', 'perp', 'httpstcog8uckyviyu']"
104,2022-07-05 05:48:04+00:00,NatalDormer,PERP,1,"#PERP #BTC/USDT 
$BTC shaped a rising wedge in 30min time frame. 

🐻 break down from lower line will drop price to support zone around $19700. 

🐮 break out from upper line will pump price to $21500.
 #BTCUSDTPERP https://t.co/2NtUmI5tVu","['perp', 'btcusdt', 'btc', 'shaped', 'rising', 'wedge', '30min', 'time', 'frame', '🐻', 'break', 'lower', 'line', 'drop', 'price', 'support', 'zone', 'around', '19700', '🐮', 'break', 'upper', 'line', 'pump', 'price', '21500', 'btcusdtperp', 'httpstco2ntumi5tvu']"
105,2022-07-09 00:48:05+00:00,NatalDormer,PERP,1,"#PERP Let us see how far market will go. 

. 

Please, like, share and comment.
 #BTCUSDTPERP https://t.co/u0f992v7Ve","['perp', 'let', 'u', 'see', 'far', 'market', 'go', 'please', 'like', 'share', 'comment', 'btcusdtperp', 'httpstcou0f992v7ve']"
106,2022-07-11 05:16:29+00:00,AndrewGriUK,PERP,1,"✍ SIGNAL #PERP #PERPUSDT

▶ Buy At or Under 0.804

✒Target1= 0.809

✒Target2= 0.821

✒Target3= 0.833

♦ Stop Loss= 0.788

⚓ Let't do this!

Puuuuuump eeeeeeet 🚀 🚀

#SPOT #btc #btcusd #crypto

To Join Our VIP SIGNALS channel NOW, PM ME! https://t.co/izEWJLSNJJ","['✍', 'signal', 'perp', 'perpusdt', '▶', 'buy', '0804', '✒target1', '0809', '✒target2', '0821', '✒target3', '0833', '♦', 'stop', 'loss', '0788', '⚓', 'lett', 'this', 'puuuuuump', 'eeeeeeet', '🚀', '🚀', 'spot', 'btc', 'btcusd', 'crypto', 'join', 'vip', 'signal', 'channel', 'now', 'pm', 'me', 'httpstcoizewjlsnjj']"
107,2022-07-11 03:00:09+00:00,CycloneReversal,PERP,1,"$PERP
Trend reversal on 1h timeframe
Last Price: 0.00003730 (Binance)
24h Volume: 14.19 BTC
#BTC #Binance #PERP https://t.co/bZh903i28H","['perp', 'trend', 'reversal', '1h', 'timeframe', 'last', 'price', '000003730', 'binance', '24h', 'volume', '1419', 'btc', 'btc', 'binance', 'perp', 'httpstcobzh903i28h']"
108,2022-07-11 15:19:13+00:00,nadyamill,PERP,2,"Many believe that because they have a good strategy, they can have wealth. They forget that their efficiency will be determined by execution. ⚡️Success requires Self-development and great mental skills.

#PERP #AION #DeFi #NTFs #Crypto #Bitcoin #altcoins https://t.co/wrXqRFHPjr","['many', 'believe', 'good', 'strategy', 'wealth', 'forget', 'efficiency', 'determined', 'execution', '⚡️success', 'requires', 'selfdevelopment', 'great', 'mental', 'skill', 'perp', 'aion', 'defi', 'ntfs', 'crypto', 'bitcoin', 'altcoins', 'httpstcowrxqrfhpjr']"
109,2022-07-09 07:48:05+00:00,NatalDormer,PERP,1,"#PERP Looking at the chart especially supply and demand area, I’m seeing that the demand is increasing because of positive sentiment on online media recently. 
 #BTCUSDTPERP https://t.co/WEXbu26CGt","['perp', 'looking', 'chart', 'especially', 'supply', 'demand', 'area', 'i’m', 'seeing', 'demand', 'increasing', 'positive', 'sentiment', 'online', 'medium', 'recently', 'btcusdtperp', 'httpstcowexbu26cgt']"
110,2022-07-10 07:48:05+00:00,NatalDormer,PERP,1,"#PERP I analyzed this movement using the smart money concept method where in the picture I have explained according to my predictions
 #BTCUSDTPERP https://t.co/tgntcPQdW9","['perp', 'analyzed', 'movement', 'using', 'smart', 'money', 'concept', 'method', 'picture', 'explained', 'according', 'prediction', 'btcusdtperp', 'httpstcotgntcpqdw9']"
111,2022-07-10 14:50:47+00:00,AndrewGriUK,PERP,1,"SIGNAL #PERP #PERPUSDT :

▶ Buy now At or Under 0.749

✅Target1= 0.754

✅Target2= 0.765

✅Target3= 0.776

⛔ Stop Loss= 0.735

⚠ Very Interesting!

#FOMO is real 💰

#SPOT #bitcoin #cryptobuyingtips

Be part of our VIP SIGNALS channel NOW, PM ME! https://t.co/2DW7H7ebZh","['signal', 'perp', 'perpusdt', '▶', 'buy', '0749', '✅target1', '0754', '✅target2', '0765', '✅target3', '0776', '⛔', 'stop', 'loss', '0735', '⚠', 'interesting', 'fomo', 'real', '💰', 'spot', 'bitcoin', 'cryptobuyingtips', 'part', 'vip', 'signal', 'channel', 'now', 'pm', 'me', 'httpstco2dw7h7ebzh']"
112,2022-07-09 01:24:05+00:00,NatalDormer,PERP,1,"#PERP Let us see how far market will go. 

. 

Please, like, share and comment.
 #BTCUSDTPERP https://t.co/DiLy7lT26B","['perp', 'let', 'u', 'see', 'far', 'market', 'go', 'please', 'like', 'share', 'comment', 'btcusdtperp', 'httpstcodily7lt26b']"
113,2022-07-10 07:24:06+00:00,NatalDormer,PERP,1,"#PERP If we can squeeze short positions 25k is my minimum target ! Close your short positions before receiving call margin notification !!
 #BTCUSDTPERP https://t.co/3MFo8Nv6EY","['perp', 'squeeze', 'short', 'position', '25k', 'minimum', 'target', 'close', 'short', 'position', 'receiving', 'call', 'margin', 'notification', 'btcusdtperp', 'httpstco3mfo8nv6ey']"
114,2022-07-09 11:40:06+00:00,AndrewGriUK,PERP,1,"#PERP to all , 
In my opinion, this move is likely to happen 
If it is useful for you,  #BTCUSDTPERP https://t.co/5Jf0mREDHZ","['perp', 'opinion', 'move', 'likely', 'happen', 'useful', 'you', 'btcusdtperp', 'httpstco5jf0mredhz']"
115,2022-07-09 21:24:05+00:00,NatalDormer,PERP,1,"#PERP Expect a +40% short squeeze from here ($21,656) to $30k in the next 2 weeks. 
Trail a stop 10% below trend. Sell into spike above $30k
 #BTCPERP https://t.co/ZVJGlBDZ0O","['perp', 'expect', '40', 'short', 'squeeze', '21656', '30k', 'next', '2', 'week', 'trail', 'stop', '10', 'trend', 'sell', 'spike', '30k', 'btcperp', 'httpstcozvjglbdz0o']"
116,2022-07-10 11:48:06+00:00,NatalDormer,PERP,1,"#PERP Not suggesting a long or short but what do you think?
 #BTCUSDTPERP https://t.co/0CTlMot9ic","['perp', 'suggesting', 'long', 'short', 'think', 'btcusdtperp', 'httpstco0ctlmot9ic']"
117,2022-07-09 23:40:06+00:00,AndrewGriUK,PERP,1,"#PERP as we know we are waiting for the 5th wave of elliot waves so that we can predict that the scenario 2 is more predictable
 #BTCPERP https://t.co/4xCT1nl6lw","['perp', 'know', 'waiting', '5th', 'wave', 'elliot', 'wave', 'predict', 'scenario', '2', 'predictable', 'btcperp', 'httpstco4xct1nl6lw']"
118,2022-07-10 02:16:05+00:00,AndrewGriUK,PERP,1,"#PERP A sharp upward move is possible but for me very unlikely. 

Favoring the second scenario here. 

If Low of 17600 holds new lows will get invalidated. 

Then we are ready for some real upside.
 #BTCUSDTPERP https://t.co/jnwPvBLQgl","['perp', 'sharp', 'upward', 'move', 'possible', 'unlikely', 'favoring', 'second', 'scenario', 'here', 'low', '17600', 'hold', 'new', 'low', 'get', 'invalidated', 'ready', 'real', 'upside', 'btcusdtperp', 'httpstcojnwpvblqgl']"
119,2022-07-06 17:24:06+00:00,NatalDormer,PERP,1,"#PERP first take profit and second take profit are both 50%.
 #BTCPERP https://t.co/hMs7sCRXLP","['perp', 'first', 'take', 'profit', 'second', 'take', 'profit', '50', 'btcperp', 'httpstcohms7scrxlp']"
120,2022-07-11 14:23:05+00:00,supertradeish,PERP,1,"Perpetual Protocol #PERP Coin Price Prediction Urgent Alert!

https://t.co/4mf9MphsCB","['perpetual', 'protocol', 'perp', 'coin', 'price', 'prediction', 'urgent', 'alert', 'httpstco4mf9mphscb']"
121,2022-07-08 13:40:05+00:00,AndrewGriUK,PERP,1,"#PERP It's just an analyze! 
In a downtrend, BTC collidate with a supply area. it can move to my target...
 #BTCUSDTPERP https://t.co/kJ3Cz3nA6T","['perp', 'analyze', 'downtrend', 'btc', 'collidate', 'supply', 'area', 'move', 'target', 'btcusdtperp', 'httpstcokj3cz3na6t']"
122,2022-07-09 01:48:05+00:00,NatalDormer,PERP,1,"#PERP here is the elliot waves of the btc on mid time frame to get it when btc will go up !
 #BTCPERP https://t.co/kQGoAdSS3o","['perp', 'elliot', 'wave', 'btc', 'mid', 'time', 'frame', 'get', 'btc', 'go', 'btcperp', 'httpstcokqgoadss3o']"
123,2022-07-10 22:22:34+00:00,oilwticrude,PERP,1,"As far as BTC &lt;23000, I won't long.
#BTC  #Bitcoin #future #Crypto #Perpetual #PERP https://t.co/5P8JtcX2Ep","['far', 'btc', 'lt23000', 'long', 'btc', 'bitcoin', 'future', 'crypto', 'perpetual', 'perp', 'httpstco5p8jtcx2ep']"
124,2022-07-11 19:06:07+00:00,mohammadbruh,BTCST,1,"Btc &amp; Eth. Falling . First Hit (1.) (2.)  
#NFT #NFTCommunity #nftart #NFTCommmunity #NFTJapan #Ethereum #BTCST #Bitcoin #trading #TRADINGTIPS https://t.co/CPdeJjmcaQ","['btc', 'amp', 'eth', 'falling', 'first', 'hit', '1', '2', 'nft', 'nftcommunity', 'nftart', 'nftcommmunity', 'nftjapan', 'ethereum', 'btcst', 'bitcoin', 'trading', 'tradingtips', 'httpstcocpdejjmcaq']"
125,2022-07-11 12:29:55+00:00,BlocVaultAPP,BTCST,1,"Public pre-sale is live!⚠️
https://t.co/LYYigtpZL8

The BlocVest triple vault staking system is a revolutionary passive income generator that has been developed with longterm sustainability in mind!🚀
#binance #bsc #crypto #ETH #BTCST #Staking https://t.co/vmSuD73ZpC","['public', 'presale', 'live⚠️', 'httpstcolyyigtpzl8', 'blocvest', 'triple', 'vault', 'staking', 'system', 'revolutionary', 'passive', 'income', 'generator', 'developed', 'longterm', 'sustainability', 'mind🚀', 'binance', 'bsc', 'crypto', 'eth', 'btcst', 'staking', 'httpstcovmsud73zpc']"
126,2022-07-11 21:07:21+00:00,VictoryCrypto9,BTCST,1,"$marvin launching it's nft's marketplace soon. Metaverse will be invaded massively by $marvin. This means a bullish ride $marvin.
#marvin 
#marvininu 
#bnb 
#BTCST #1000xgem https://t.co/cFu8Nz2pKn","['marvin', 'launching', 'nfts', 'marketplace', 'soon', 'metaverse', 'invaded', 'massively', 'marvin', 'mean', 'bullish', 'ride', 'marvin', 'marvin', 'marvininu', 'bnb', 'btcst', '1000xgem', 'httpstcocfu8nz2pkn']"
127,2022-07-11 20:29:31+00:00,Sasuke_Jnr,BTCST,1,"#Marvin is going to be the hottest token in 2022, you'll regret not getting in early on this 💎💎

Ape in while you still can.

Website : https://t.co/Zc1YPHvV1x

$Marvin #Marvininu @Marvin_Inu
#Floki #ADA #ETH #BTCST #RBXSamurai https://t.co/IxOUViVIQQ","['marvin', 'going', 'hottest', 'token', '2022', 'regret', 'getting', 'early', '💎💎', 'ape', 'still', 'can', 'website', 'httpstcozc1yphvv1x', 'marvin', 'marvininu', 'marvininu', 'floki', 'ada', 'eth', 'btcst', 'rbxsamurai', 'httpstcoixouviviqq']"
128,2022-07-10 17:36:58+00:00,Mingyuesuimeng,BTCST,1,Two peaks. It is to sell. #BTCST #Bitcoin https://t.co/n8fD9mW3au,"['two', 'peak', 'sell', 'btcst', 'bitcoin', 'httpstcon8fd9mw3au']"
129,2022-07-11 10:09:41+00:00,polishedconc,BTCST,1,#BTCST breaking bad.. https://t.co/UevqSApGFc,"['btcst', 'breaking', 'bad', 'httpstcouevqsapgfc']"
130,2022-07-11 17:35:29+00:00,CapitalTA,BTCST,1,"#BTCST took support at 11.50, gearing up for another bullish breakout to target 15/18/24. Stops below 10.

https://t.co/wIQxcGGnOv

$BTCST #BTCSTUSDT #btc #eth #Bitcoin https://t.co/DfGYnIwevH","['btcst', 'took', 'support', '1150', 'gearing', 'another', 'bullish', 'breakout', 'target', '151824', 'stop', '10', 'httpstcowiqxcggnov', 'btcst', 'btcstusdt', 'btc', 'eth', 'bitcoin', 'httpstcodfgyniwevh']"
131,2022-07-10 12:19:23+00:00,Moon_TA07,BTCST,1,#BTCST $BTCST Gonna Break this resistance https://t.co/ThskWMetmJ,"['btcst', 'btcst', 'gonna', 'break', 'resistance', 'httpstcothskwmetmj']"
132,2022-07-11 22:12:16+00:00,DataMetrics_UG,BTCST,1,"🚨 Signal Alert 🚨 #Binance Futures: #BTCST ($BTCSTUSDT) | Side: Hold/Wait ✋, Signal Strength: 0%, Entry price: , TP: , SL: , Volatility:  | 👁️  More: https://t.co/xff9pfbdG1 https://t.co/SPBkD2ZPfr","['🚨', 'signal', 'alert', '🚨', 'binance', 'future', 'btcst', 'btcstusdt', 'side', 'holdwait', '✋', 'signal', 'strength', '0', 'entry', 'price', 'tp', 'sl', 'volatility', '👁️', 'more', 'httpstcoxff9pfbdg1', 'httpstcospbkd2zpfr']"
133,2022-07-11 20:45:15+00:00,i_am_hasashi,BTCST,1,Check out my #BTCUSDTPERP analysis on @TradingView: https://t.co/UJcaSthY7K  almost forgot  about this set up .#BTCST,"['check', 'btcusdtperp', 'analysis', 'tradingview', 'httpstcoujcasthy7k', 'almost', 'forgot', 'set', 'btcst']"
134,2022-07-10 22:34:22+00:00,abdelrhmanoffic,BTCST,1,"#BTCST 
$BTCST https://t.co/zJQq8k81N8","['btcst', 'btcst', 'httpstcozjqq8k81n8']"
135,2022-07-11 10:36:02+00:00,CryptoStonksBot,BTCST,1,"BTC Standard Hashrate Token #STONKS 📈  #BTCST #BtcStandardHashrateToken

$BTCST moved up by 11% in last 24 hours, with current price $13.40

Market Cap: $97,627,955
24h Volume: $87,727,875","['btc', 'standard', 'hashrate', 'token', 'stonks', '📈', 'btcst', 'btcstandardhashratetoken', 'btcst', 'moved', '11', 'last', '24', 'hour', 'current', 'price', '1340', 'market', 'cap', '97627955', '24h', 'volume', '87727875']"
136,2022-07-10 18:19:34+00:00,TheArabCrypto,BTCST,1,"ZHAO PUMP QUICK TA no laptop ATM!
#ZHAO #ARABCYRPTOARMY #ZHAOARMY #CHANGPUMP #BNB #BTCST #btc #ElonMusk #SHIBARMY #czn @ChangpumpZhaoge #Ethereum #LUNA #moon #cro #BinanceSmartChain https://t.co/SYrEczqE9p","['zhao', 'pump', 'quick', 'ta', 'laptop', 'atm', 'zhao', 'arabcyrptoarmy', 'zhaoarmy', 'changpump', 'bnb', 'btcst', 'btc', 'elonmusk', 'shibarmy', 'czn', 'changpumpzhaoge', 'ethereum', 'luna', 'moon', 'cro', 'binancesmartchain', 'httpstcosyreczqe9p']"
137,2022-07-08 13:28:52+00:00,javonnnm,BTCST,1,"🏹#BTCST's 6h chart has MET the target at ≈$11.04 and is currently holding just above!

With $BTCST above, the target at ≈$17.34 is now technically, IN PLAY and prices can climb over 45% more to reach it!

#BTCSTUSD https://t.co/KDk7k4fyfI https://t.co/p1hGJvzEia","['🏹btcsts', '6h', 'chart', 'met', 'target', '≈1104', 'currently', 'holding', 'above', 'btcst', 'above', 'target', '≈1734', 'technically', 'play', 'price', 'climb', '45', 'reach', 'it', 'btcstusd', 'httpstcokdk7k4fyfi', 'httpstcop1hgjvzeia']"
138,2022-07-11 05:10:59+00:00,javonnnm,BTCST,1,"⚠️#BTCST's 6h chart is showing signs of STRENGTH after a retest of the approximate $11.04 target and is holding above!

With $BTCST above, the target displayed at $17.34 can be pushed quickly!

#BTCSTUSD may be setup for an additional +36% push! https://t.co/HBiUMKDAKz https://t.co/fG6xhZ12UT","['⚠️btcsts', '6h', 'chart', 'showing', 'sign', 'strength', 'retest', 'approximate', '1104', 'target', 'holding', 'above', 'btcst', 'above', 'target', 'displayed', '1734', 'pushed', 'quickly', 'btcstusd', 'may', 'setup', 'additional', '36', 'push', 'httpstcohbiumkdakz', 'httpstcofg6xhz12ut']"
139,2022-07-11 09:03:35+00:00,ShareCheck,BTCST,1,"#Crypto #BTCST - The Bitcoin Standard Hashrate Token price is currently $12.03 with a 24-hour trading volume of $85.88M across 9 exchanges. The BTCST price is up 38.86% in the last 24 hours.
https://t.co/JEW2JUpeqd","['crypto', 'btcst', 'bitcoin', 'standard', 'hashrate', 'token', 'price', 'currently', '1203', '24hour', 'trading', 'volume', '8588m', 'across', '9', 'exchange', 'btcst', 'price', '3886', 'last', '24', 'hour', 'httpstcojew2jupeqd']"
140,2022-07-10 11:26:26+00:00,Datalizor,BTCST,1,"Three of the coins I have invested in have left very good earnings in the last week. I have a #cvp average of 0.31. #Burger 1.30 and #btcst 5.205 . In the period when the global markets were bad, they took the loss of the previous decline for me. #BITCOIN #Binance #Crypto https://t.co/iHXjXD7t3i","['three', 'coin', 'invested', 'left', 'good', 'earnings', 'last', 'week', 'cvp', 'average', '031', 'burger', '130', 'btcst', '5205', 'period', 'global', 'market', 'bad', 'took', 'loss', 'previous', 'decline', 'me', 'bitcoin', 'binance', 'crypto', 'httpstcoihxjxd7t3i']"
141,2022-07-08 16:22:15+00:00,javonnnm,BTCST,1,"🔥#BTCST's 1d chart returning with STRENGTH towards the target at ≈$52.69 and can show MUCH MORE as this target remains technically, in play!

With this target being in play, $BTCST can climb over 240% to reach it and this may be a step in the process!

#BTCSTUSD can 3.3x! https://t.co/8rKXjCR7t5 https://t.co/0rrylchqip","['🔥btcsts', '1d', 'chart', 'returning', 'strength', 'towards', 'target', '≈5269', 'show', 'much', 'target', 'remains', 'technically', 'play', 'target', 'play', 'btcst', 'climb', '240', 'reach', 'may', 'step', 'process', 'btcstusd', '33x', 'httpstco8rkxjcr7t5', 'httpstco0rrylchqip']"
142,2022-07-10 13:57:52+00:00,Moon_TA07,BTCST,1,"#TORN $TORN Gonna Do What #BTCST Just Did 🔥🔥

Time Your Trades https://t.co/iVJvJfpaOS","['torn', 'torn', 'gonna', 'btcst', '🔥🔥', 'time', 'trade', 'httpstcoivjvjfpaos']"
143,2022-07-11 09:39:57+00:00,Way_to_crypt0,BTCST,1,"GOOOOD MORNING, GUYS🔥

I have a feeling that this week will be a fire 🤪

And let’s not cry that #BTC falls to $20k again. BUT - #BTCST is +44%. 

U know what u have to buy today 😏

🌈 So smile and work hard! https://t.co/zzUgqUvc8R","['gooood', 'morning', 'guys🔥', 'feeling', 'week', 'fire', '🤪', 'let’s', 'cry', 'btc', 'fall', '20k', 'again', 'btcst', '44', 'u', 'know', 'u', 'buy', 'today', '😏', '🌈', 'smile', 'work', 'hard', 'httpstcozzugquvc8r']"
144,2022-07-08 14:42:35+00:00,javonnnm,BTCST,1,"If you are interested in learning the same strategy used in analyzing #BTCST, SEND A DM for a consultation.

Since original analysis, $BTCST has risen roughly +69%, reaching the technical target at ≈$11.04.

⚡️ https://t.co/gwQDCrlOUK https://t.co/m3tIhbQy44 https://t.co/TUtEQ683fv","['interested', 'learning', 'strategy', 'used', 'analyzing', 'btcst', 'send', 'dm', 'consultation', 'since', 'original', 'analysis', 'btcst', 'risen', 'roughly', '69', 'reaching', 'technical', 'target', '≈1104', '⚡️', 'httpstcogwqdcrlouk', 'httpstcom3tihbqy44', 'httpstcotuteq683fv']"
145,2022-07-10 10:00:07+00:00,ELFGStreamTeam,ELF,2,"📢 ELFS x 🤔❓

Hi Friends! Can you guess who we'll be collaborating with for our Stationhead Streaming this coming 15th of July? 🎧

#ELF #EVERLASTINGFRIENDS #SuperJunior #슈퍼주니어 https://t.co/fvbdeOvqId","['📢', 'elf', 'x', '🤔❓', 'hi', 'friend', 'guess', 'well', 'collaborating', 'stationhead', 'streaming', 'coming', '15th', 'july', '🎧', 'elf', 'everlastingfriends', 'superjunior', '슈퍼주니어', 'httpstcofvbdeovqid']"
146,2022-07-11 23:26:21+00:00,Archer_Im_a_Dog,ELF,2,"UPDATE: Miilie's hoos have presented is with a vettyarian's not with a recommendation specidic to Millie, of Baffs every 2 weeks. Altho we don't agree, we are forced to grudgingly accept this one exception, cuz of the Dr's note. #PODT #ELF #FursForLearning https://t.co/2qRek11EUu","['update', 'miilies', 'hoos', 'presented', 'vettyarians', 'recommendation', 'specidic', 'millie', 'baffs', 'every', '2', 'week', 'altho', 'agree', 'forced', 'grudgingly', 'accept', 'one', 'exception', 'cuz', 'drs', 'note', 'podt', 'elf', 'fursforlearning', 'httpstco2qrek11euu']"
147,2022-07-11 21:29:26+00:00,Archer_Im_a_Dog,ELF,2,Today's first order of business is to formally complain to Hoos over 🚫 Millie's bath 🚫 while we still in negotiations!!! We pawposed 1 every 2 months!! They responded by giving her a bath after 2 weeks. Shame!! #PODT WE WANT #BARK #ELF #dogsoftwitter https://t.co/5OvRqAXK49,"['today', 'first', 'order', 'business', 'formally', 'complain', 'hoos', '🚫', 'millies', 'bath', '🚫', 'still', 'negotiation', 'pawposed', '1', 'every', '2', 'month', 'responded', 'giving', 'bath', '2', 'week', 'shame', 'podt', 'want', 'bark', 'elf', 'dogsoftwitter', 'httpstco5ovrqaxk49']"
148,2022-07-11 00:14:15+00:00,Archer_Im_a_Dog,ELF,2,"I'm honoured to announce that my esteemed Cabinet has entrusted me to serve as Pawsident of Dog Twittie for another week! Our Cabinet is growing, stay tuned for more announcements! #PODT #ELF #BARK #dogsoftwitter 💘🐾 https://t.co/RNH6TKLjAH","['im', 'honoured', 'announce', 'esteemed', 'cabinet', 'entrusted', 'serve', 'pawsident', 'dog', 'twittie', 'another', 'week', 'cabinet', 'growing', 'stay', 'tuned', 'announcement', 'podt', 'elf', 'bark', 'dogsoftwitter', '💘🐾', 'httpstcornh6tkljah']"
149,2022-07-07 17:26:56+00:00,LilMonkeyWoman,ELF,2,"I know everyone is going to talk about The Godfather, but he was low-key hilarious in this movie. RIP! #JamesCaan #Elf https://t.co/F8tqVtN2u3","['know', 'everyone', 'going', 'talk', 'godfather', 'lowkey', 'hilarious', 'movie', 'rip', 'jamescaan', 'elf', 'httpstcof8tqvtn2u3']"
150,2022-07-11 14:27:25+00:00,MillicentMarcy,ELF,2,"One of my duties as Secretary of Defense in Pawsident Archer’s Cabinet is to review the troops. I hope I never need to deploy them, but it’s impawtant to be prepared! #PODT #ELF #BARK #ZSHQ #SchnauzerGang #DogsofTwittter https://t.co/YAlya004TN","['one', 'duty', 'secretary', 'defense', 'pawsident', 'archer’s', 'cabinet', 'review', 'troop', 'hope', 'never', 'need', 'deploy', 'them', 'it’s', 'impawtant', 'prepared', 'podt', 'elf', 'bark', 'zshq', 'schnauzergang', 'dogsoftwittter', 'httpstcoyalya004tn']"
151,2022-07-11 22:04:03+00:00,Archer_Im_a_Dog,ELF,2,"Millie, one of the finest security detail, always putting her best paw forward #PODT #ELF 💘🐾 https://t.co/cbUTb6jplC","['millie', 'one', 'finest', 'security', 'detail', 'always', 'putting', 'best', 'paw', 'forward', 'podt', 'elf', '💘🐾', 'httpstcocbutb6jplc']"
152,2022-07-11 16:51:13+00:00,maywedacosplay,ELF,2,"Remember, you’re the one who can fill the world with sunshine☀️🤗
Me as Silver Lady✨
Corset by amazing @LadyMest 

Meet me at my P@wtreon &amp; f@n-sly

#fantasy #elf #elfgirl https://t.co/6JNAZEwdja","['remember', 'you’re', 'one', 'fill', 'world', 'sunshine☀️🤗', 'silver', 'lady✨', 'corset', 'amazing', 'ladymest', 'meet', 'pwtreon', 'amp', 'fnsly', 'fantasy', 'elf', 'elfgirl', 'httpstco6jnazewdja']"
153,2022-07-09 16:47:14+00:00,MoroMoro_art,ELF,2,"Elegant and sophisticated Danyra💙

#dnd #oc #DnDcharacter #dndart #Commission #elf https://t.co/nXce6mplLT","['elegant', 'sophisticated', 'danyra💙', 'dnd', 'oc', 'dndcharacter', 'dndart', 'commission', 'elf', 'httpstconxce6mpllt']"
154,2022-07-07 23:42:05+00:00,MysticTitaness,ELF,2,"elf fun 🧝🏾‍♀️🧚🏾‍♀️✨ 
#elf #makeup #fun https://t.co/uBs0e1MI1e","['elf', 'fun', '🧝🏾\u200d♀️🧚🏾\u200d♀️✨', 'elf', 'makeup', 'fun', 'httpstcoubs0e1mi1e']"
155,2022-07-11 17:27:08+00:00,ValeofFeathers,ELF,2,"My Elezen Jean-Luc (you will not have to think hard for his last name fkfkf)

#イラスト #FFXIV #FFXIVART #Endwalker #dragoon #elf #Elezen #ElezenHours #Azem https://t.co/l7k2smsu59","['elezen', 'jeanluc', 'you', 'think', 'hard', 'last', 'name', 'fkfkf', 'イラスト', 'ffxiv', 'ffxivart', 'endwalker', 'dragoon', 'elf', 'elezen', 'elezenhours', 'azem', 'httpstcol7k2smsu59']"
156,2022-07-07 15:30:09+00:00,Dzikawa,ELF,2,"Dzidoodle from the stream &lt;3 
#digital #sketch #originalcharacter #elf #portrait https://t.co/hTg3Uv9Zto","['dzidoodle', 'stream', 'lt3', 'digital', 'sketch', 'originalcharacter', 'elf', 'portrait', 'httpstcohtg3uv9zto']"
157,2022-07-05 20:35:39+00:00,BeatriceStory22,ELF,2,"""Rivalry"". ❤️‍🔥

#worldofwarcraft #Lightforged #draenei #worldofwarcraft #Forsaken #elf https://t.co/0gGbkJEFyn","['rivalry', '❤️\u200d🔥', 'worldofwarcraft', 'lightforged', 'draenei', 'worldofwarcraft', 'forsaken', 'elf', 'httpstco0ggbkjefyn']"
158,2022-07-11 18:06:28+00:00,Jellyfish_Bisky,ELF,2,"A pretty lil elf lady 🥰🦋✨💝

#warcraft #warcraftart #worldofwarcraft #digitalart #ArtistOnTwitter #art #drawing #artwork #artist #character #drawings #ArtCommission #elf #voidelf https://t.co/0okC8LGBW8","['pretty', 'lil', 'elf', 'lady', '🥰🦋✨💝', 'warcraft', 'warcraftart', 'worldofwarcraft', 'digitalart', 'artistontwitter', 'art', 'drawing', 'artwork', 'artist', 'character', 'drawing', 'artcommission', 'elf', 'voidelf', 'httpstco0okc8lgbw8']"
159,2022-07-11 03:57:55+00:00,TamalasArt,ELF,2,"Vynlorin sassing his unofficial psychiatrist with his 'pretty face.'

I love his stupid sense of humor.
#worldofwarcraft #voidelf #elf #sass #fanart https://t.co/BednMjrpwD","['vynlorin', 'sassing', 'unofficial', 'psychiatrist', 'pretty', 'face', 'love', 'stupid', 'sense', 'humor', 'worldofwarcraft', 'voidelf', 'elf', 'sas', 'fanart', 'httpstcobednmjrpwd']"
160,2022-07-04 14:46:45+00:00,CoeloysIbev45,ELF,2,what happen? #ELF https://t.co/vPp3chft6O,"['happen', 'elf', 'httpstcovpp3chft6o']"
161,2022-07-11 18:48:50+00:00,ViennaVikings,ELF,2,"And the hunt continues … Pt2

#ViennaVikings #PurpleReign #ELF #VikingsDefense 
📸 @HJirgal https://t.co/ucAlPVnxn0","['hunt', 'continues', '…', 'pt2', 'viennavikings', 'purplereign', 'elf', 'vikingsdefense', '📸', 'hjirgal', 'httpstcoucalpvnxn0']"
