,Date,Content,Cleaned Text,Result
0,2022-06-10 13:32:39+00:00,$DYDX/BTC breaking out as well.,$DYDX/BTC breaking out as well.,['2']
0,2022-06-10 13:30:25+00:00,#Bitcoin,#Bitcoin,['2']
0,2022-06-10 13:28:07+00:00,It's time to buy the dip $DYDX,It's time to buy the dip $DYDX,['1']
0,2022-06-10 12:43:57+00:00,Buying some $DYDX here!,Buying some $DYDX here!,['1']
0,2022-06-09 17:57:03+00:00,Inflows to Exchanges for #BTC #ETH and #USDT have been steadily decreasing since the start of 2022 and are now all around or at all-time lows.,Inflows to Exchanges for #BTC #ETH and #USDT have been steadily decreasing since the start of 2022 and are now all around or at all-time lows.,['1']
0,2022-06-09 10:49:11+00:00,$ARPA/BTC is breaking out 👀,$ARPA/BTC is breaking out 👀,['1']
0,2022-06-09 10:25:48+00:00,Tether's USDT stablecoin launching on Tezos ($XTZ)https://www.theblockcrypto.com/linked/151016/tether-tezos-usdt-stablecoin,Tether's USDT stablecoin launching on Tezos ($XTZ)https://www.theblockcrypto.com/linked/151016/tether-tezos-usdt-stablecoin,['2']
0,2022-06-09 10:16:53+00:00,$ARPA 👀🚀,$ARPA 👀🚀,['1']
0,2022-06-09 08:15:30+00:00,"DeFi venture funding deal activity fell to $176.30 million in May, its lowest amount since September 2021","DeFi venture funding deal activity fell to $176.30 million in May, its lowest amount since September 2021",['1']
0,2022-06-08 20:59:31+00:00,Buy the dip $CTSI,Buy the dip $CTSI,['1']
0,2022-06-08 20:10:17+00:00,Public companies now hold over 7% of Bitcoin in circulation.,Public companies now hold over 7% of Bitcoin in circulation.,['1']
0,2022-06-08 17:47:01+00:00,$MASK is one of the low mcap still not pumped yet.You are still have sometimes to buy before the pump.,$MASK is one of the low mcap still not pumped yet.You are still have sometimes to buy before the pump.,['1']
0,2022-06-08 17:35:49+00:00,$LIT unstop. Already +62% from entry!,$LIT unstop. Already +62% from entry!,['1']
0,2022-06-08 17:17:51+00:00,$LIT +40% so far 🚀,$LIT +40% so far 🚀,['1']
0,2022-06-08 16:56:02+00:00,StepN - Action Plan for Game Economyhttps://stepnofficial.medium.com/stepns-action-plan-for-game-economy-db67fcba405,StepN - Action Plan for Game Economyhttps://stepnofficial.medium.com/stepns-action-plan-for-game-economy-db67fcba405,['1']
0,2022-06-08 13:24:42+00:00,$CTSI/BTC is bullish af,$CTSI/BTC is bullish af,['1']
0,2022-06-08 13:04:29+00:00,$CTSI possible second round.,$CTSI possible second round.,['1']
0,2022-06-08 12:51:16+00:00,,,['1']
0,2022-06-08 11:09:13+00:00,$OGN,$OGN,['1']
0,2022-06-08 09:35:00+00:00,$LIT/BTC bullish af,$LIT/BTC bullish af,['1']
0,2022-06-08 09:13:07+00:00,$LIT possible second round.,$LIT possible second round.,['1']
0,2022-06-08 08:34:10+00:00,$MASK marketcap is below $100M. It has lots of room to grow due to small-cap on #Binance futures are skyrocketing 👀,$MASK marketcap is below $100M. It has lots of room to grow due to small-cap on #Binance futures are skyrocketing 👀,['2']
0,2022-06-08 08:26:38+00:00,Buying $MASK here. Potential +50%,Buying $MASK here. Potential +50%,['1']
0,2022-06-08 07:43:13+00:00,$ALPHA is ready to blow up 🚀,$ALPHA is ready to blow up 🚀,['1']
0,2022-06-08 07:42:31+00:00,Bitcoin market depth on Tether pairs reaches all time highs,Bitcoin market depth on Tether pairs reaches all time highs,['2']
0,2022-06-07 21:58:29+00:00,$ALPHA can see a huge pump keep an eye on it 👀,$ALPHA can see a huge pump keep an eye on it 👀,['1']
0,2022-06-07 06:09:32+00:00,"#ETH ecosystem is growing. Supply distribution differs from the 2019 bear market. Half of the supply is staked in DeFi, ETH 2.0, etc.It reminds me that ETH had nothing but ICO back in 2019. I'm glad now people talk about fundamentals.","#ETH ecosystem is growing. Supply distribution differs from the 2019 bear market. Half of the supply is staked in DeFi, ETH 2.0, etc.It reminds me that ETH had nothing but ICO back in 2019. I'm glad now people talk about fundamentals.",['1']
0,2022-06-05 17:28:06+00:00,"While the May recovery was strong in ETPs, the first two days of June have seen gargantuan net inflows to Purpose, 3iQ Coinshares, and BITO, pushing the global BUM to a new all-time high of 205,008 BTC","While the May recovery was strong in ETPs, the first two days of June have seen gargantuan net inflows to Purpose, 3iQ Coinshares, and BITO, pushing the global BUM to a new all-time high of 205,008 BTC",['1']
0,2022-06-04 06:33:36+00:00,STEPN ($GMT) BETA PHASE IV UPGRADE ON ANTI-CHEATINGhttps://twitter.com/Stepnofficial/status/1532664132209545216,STEPN ($GMT) BETA PHASE IV UPGRADE ON ANTI-CHEATINGhttps://twitter.com/Stepnofficial/status/1532664132209545216,['2']
0,2022-06-03 11:25:08+00:00,#Bitcoin miners have been net distributors since the recent sell-off.Miners balances have recently declined at a peak rate of 5k to 8k $BTC per month ($150M to $240M at $30k $BTC).Their spending has slowed this week to 3.3k $BTC/mth.,#Bitcoin miners have been net distributors since the recent sell-off.Miners balances have recently declined at a peak rate of 5k to 8k $BTC per month ($150M to $240M at $30k $BTC).Their spending has slowed this week to 3.3k $BTC/mth.,['2']
0,2022-06-02 12:24:30+00:00,FTX volumes surpasses Coinbase for first time,FTX volumes surpasses Coinbase for first time,['1']
0,2022-06-01 17:34:50+00:00,"OpenSea employee charged with insider trading in NFTsNathaniel Chastain was accused of secretly buying 45 NFTs based on confidential information that they would soon be featured on OpenSea's home page, and later selling them at a profit, typically two to five times what he paid.https://www.reuters.com/technology/opensea-employee-charged-with-insider-trading-nfts-2022-06-01/","OpenSea employee charged with insider trading in NFTsNathaniel Chastain was accused of secretly buying 45 NFTs based on confidential information that they would soon be featured on OpenSea's home page, and later selling them at a profit, typically two to five times what he paid.https://www.reuters.com/technology/opensea-employee-charged-with-insider-trading-nfts-2022-06-01/",['2']
0,2022-06-01 10:59:46+00:00,Binance raises $500 million fund to invest in ‘Web3’ as crypto slides into bear markethttps://www.binance.com/en/blog/ecosystem/binance-labs-closes-$500m-investment-fund-to-boost-blockchain-web3-and-valuebuilding-technologies-421499824684903944,Binance raises $500 million fund to invest in ‘Web3’ as crypto slides into bear markethttps://www.binance.com/en/blog/ecosystem/binance-labs-closes-$500m-investment-fund-to-boost-blockchain-web3-and-valuebuilding-technologies-421499824684903944,['1']
0,2022-06-01 07:28:48+00:00,Rebuying $MASK 👀,Rebuying $MASK 👀,['2']
0,2022-05-31 18:51:28+00:00,Bitcoin’s correlation with U.S. equities weakens.,Bitcoin’s correlation with U.S. equities weakens.,['2']
0,2022-05-31 14:09:02+00:00,"Amazy breaks all record’s passing the mark of 800,000 giveaway participant!1️⃣ Giveaway extended until June 32️⃣ Added 100 extra NFT sneakers and total prize poll is now 600 piece’s ➡️ JOIN AMAZY GIVEAWAY: https://gleam.io/KbEos/amazy-giveaway/3 main facts about Amazy:▪️ M2E project with 100$ NFT price at launch▪️ Team: Top 3 Mobile Publisher with 2.5B downloads▪️ 700+ Million Reach & 300+ Ambassador & Influencers Network Follow Amazy on Telegram➡️ @amazyio","Amazy breaks all record’s passing the mark of 800,000 giveaway participant!1️⃣ Giveaway extended until June 32️⃣ Added 100 extra NFT sneakers and total prize poll is now 600 piece’s ➡️ JOIN AMAZY GIVEAWAY: https://gleam.io/KbEos/amazy-giveaway/3 main facts about Amazy:▪️ M2E project with 100$ NFT price at launch▪️ Team: Top 3 Mobile Publisher with 2.5B downloads▪️ 700+ Million Reach & 300+ Ambassador & Influencers Network Follow Amazy on Telegram➡️ @amazyio",['2']
